RowNumber,CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Surname,Geography,Gender,CreditScore_norm,EstimatedSalary_norm,Balance_norm,Credit_per_age,isOutlier
26.0,15738191.0,577.0,25.0,3.0,0.0,1.0,0.0,1.0,124508.29,0.0,Maclean,France,Male,0.45399999999999985,0.6223947975414603,0.0,23.08,1
27.0,15736816.0,756.0,36.0,2.0,136815.64,1.0,1.0,1.0,170041.95,0.0,Young,Germany,Male,0.8119999999999999,0.8501742425216385,0.5453036330408096,21.0,1
4988.5,15700772.0,571.0,44.0,9.0,0.0,2.0,0.0,0.0,38433.35,0.0,Nebechi,France,Male,0.44200000000000006,0.1918099936864193,0.0,12.977272727272727,1
29.0,15728693.0,574.0,37.0,3.0,141349.43,1.0,1.0,1.0,100187.43,0.0,McWilliams,Germany,Female,0.44800000000000006,0.5007311317557402,0.5633738782148561,15.513513513513514,1
30.0,15656300.0,411.0,29.0,0.0,59697.17,2.0,1.0,1.0,100272.16500000001,0.0,Lucciano,France,Male,0.122,0.5011550135888807,0.23793393564693938,14.172413793103448,1
31.0,15589475.0,591.0,39.0,3.0,0.0,3.0,1.0,0.0,140469.38,1.0,Azikiwe,Spain,Male,0.4819999999999999,0.7022392076213589,0.0,15.153846153846153,1
4988.5,15706552.0,533.0,36.0,7.0,85311.7,1.0,0.0,1.0,156731.91,0.0,Odinakachukwu,France,Male,0.366,0.7835915534985296,0.3400253066892618,14.805555555555555,1
33.0,15690533.0,553.0,37.0,9.0,110112.54,2.0,0.0,1.0,81898.81,0.0,Sanderson,Germany,Male,0.406,0.4092433903123029,0.43887356814872525,14.945945945945946,1
34.0,15659428.0,520.0,42.0,6.0,0.0,2.0,1.0,1.0,34410.55,0.0,Maggard,France,Female,0.33999999999999997,0.17168617426873445,0.0,12.380952380952381,1
4988.5,15732963.0,722.0,29.0,9.0,0.0,1.0,1.0,1.0,142033.07,0.0,Clements,Spain,Female,0.7439999999999999,0.7100614744964806,0.0,24.896551724137932,1
36.0,15690533.0,652.0,45.0,0.0,134264.04,1.0,1.0,0.0,27822.99,1.0,Lombardo,France,Male,0.604,0.13873229442306376,0.5351337668612783,14.488888888888889,1
37.0,15788448.0,490.0,31.0,5.0,145260.23,1.0,1.0,1.0,114066.77,0.0,Smith,Spain,Male,0.2799999999999999,0.5701617104065929,0.5789610833625718,15.806451612903226,1
38.0,15729599.0,804.0,33.0,7.0,76548.6,1.0,0.0,1.0,98453.45,0.0,Lorenzo,Spain,Male,0.908,0.49205699921276586,0.3050983767951363,24.363636363636363,1
39.0,15717426.0,850.0,36.0,7.0,97221.52,1.0,1.0,1.0,100272.16500000001,0.0,Armstrong,France,Male,0.9999999999999999,0.5011550135888807,0.3874940618320371,23.61111111111111,1
40.0,15585768.0,582.0,41.0,6.0,70349.48,2.0,0.0,1.0,178074.04,0.0,Cameron,Germany,Male,0.46399999999999986,0.8903542983798945,0.28039065582364536,14.195121951219512,1
41.0,15619360.0,472.0,40.0,4.0,97221.52,1.0,1.0,0.0,70154.22,0.0,Hsiao,Spain,Male,0.244,0.35049177246037205,0.3874940618320371,11.8,1
42.0,15738148.0,465.0,51.0,8.0,122522.32,1.0,0.0,0.0,181297.65,1.0,Clarke,France,Female,0.22999999999999998,0.9064802170218959,0.48833500486193426,9.117647058823529,1
43.0,15687946.0,652.0,61.0,2.0,117419.35,1.0,1.0,1.0,94153.83,0.0,Osborne,France,Female,0.604,0.4705484040937776,0.46799618920973063,10.688524590163935,1
44.0,15755196.0,834.0,49.0,2.0,131394.56,1.0,0.0,1.0,194365.76,1.0,Lavine,France,Female,0.9679999999999999,0.9718526655081348,0.5236969320890407,17.020408163265305,1
45.0,15684171.0,660.0,61.0,5.0,155931.11,1.0,1.0,1.0,158338.39,0.0,Bianchi,France,Female,0.62,0.7916278748215193,0.6214918176539327,10.819672131147541,1
46.0,15754849.0,652.0,32.0,5.0,109421.13,1.0,1.0,1.0,126517.46,0.0,Tyler,Germany,Female,0.604,0.6324455518070042,0.4361178277602672,20.375,1
47.0,15602280.0,829.0,27.0,5.0,112045.67,1.0,1.0,1.0,119708.21,1.0,Smith,Germany,Female,0.9580000000000001,0.5983826808291106,0.4465784095845449,30.703703703703702,1
48.0,15771573.0,637.0,39.0,9.0,137843.8,1.0,1.0,1.0,117622.8,1.0,Okagbue,Germany,Female,0.574,0.5879505404662205,0.5494015518412276,16.333333333333332,1
4988.5,15766205.0,550.0,38.0,2.0,103391.38,1.0,0.0,1.0,90878.13,0.0,Yin,Germany,Male,0.4,0.45416190830315656,0.4120851617483418,14.473684210526315,1
50.0,15771873.0,776.0,37.0,2.0,103769.22,2.0,1.0,0.0,100272.16500000001,0.0,Buccho,Germany,Female,0.852,0.5011550135888807,0.4135911118334939,20.972972972972972,1
51.0,15616550.0,698.0,44.0,10.0,116363.37,2.0,1.0,0.0,198059.16,0.0,Chidiebele,Germany,Male,0.6960000000000001,0.9903286808798354,0.4637873887361997,15.863636363636363,1
52.0,15768193.0,585.0,36.0,5.0,146050.97,2.0,0.0,0.0,100272.16500000001,0.0,Trevisani,Germany,Male,0.46999999999999986,0.5011550135888807,0.5821127215436356,16.25,1
53.0,15683553.0,788.0,33.0,5.0,97221.52,2.0,1.0,0.0,116978.19,0.0,O'Brien,France,Female,0.876,0.5847259170112057,0.3874940618320371,23.87878787878788,1
4988.5,15702298.0,655.0,41.0,8.0,125561.97,1.0,0.0,0.0,164040.94,1.0,Parkhill,Germany,Male,0.61,0.8201545444099448,0.5004500831393337,15.975609756097562,1
55.0,15569590.0,601.0,42.0,5.0,98495.72,1.0,1.0,1.0,40014.76,0.0,Yoo,Germany,Male,0.5019999999999999,0.19972090381501656,0.3925726178306101,14.30952380952381,1
56.0,15760861.0,619.0,43.0,1.0,125211.92,1.0,1.0,1.0,113410.49,0.0,Phillipps,France,Male,0.5379999999999999,0.5668787084657959,0.49905489515683443,14.395348837209303,1
57.0,15630053.0,652.0,45.0,5.0,127864.4,1.0,1.0,0.0,87107.57,0.0,Tsao,France,Male,0.604,0.435299904588444,0.5096268369360644,14.488888888888889,1
58.0,15647091.0,725.0,19.0,0.0,75888.2,1.0,0.0,0.0,100272.16500000001,0.0,Smith,Germany,Male,0.7499999999999999,0.5011550135888807,0.3024662324053563,38.1578947368421,1
59.0,15623944.0,652.0,66.0,4.0,0.0,1.0,1.0,0.0,1643.11,1.0,T'ien,Spain,Female,0.604,0.007768990879099456,0.0,9.878787878787879,1
60.0,15690533.0,614.0,51.0,4.0,40685.92,1.0,1.0,1.0,46775.28,0.0,Velazquez,France,Male,0.5279999999999999,0.2335400058458525,0.16216113881137956,12.03921568627451,1
61.0,15651280.0,742.0,35.0,5.0,136857.0,1.0,0.0,0.0,84509.57,0.0,Hunter,Germany,Male,0.7839999999999999,0.4223035630235774,0.5454684808481405,21.2,1
62.0,15773469.0,687.0,27.0,9.0,152328.88,2.0,0.0,1.0,126494.82,0.0,Smith,Germany,Female,0.674,0.6323322965440987,0.6071344743995462,25.444444444444443,1
63.0,15702014.0,555.0,33.0,1.0,97221.52,2.0,0.0,0.0,178798.13,0.0,Jeffrey,Spain,Male,0.41000000000000003,0.8939765158409047,0.3874940618320371,16.818181818181817,1
64.0,15751208.0,684.0,56.0,8.0,78707.16,1.0,1.0,1.0,99398.36,0.0,Pirozzi,Spain,Male,0.668,0.49678385568238026,0.31370171052318496,12.214285714285714,1
65.0,15592461.0,603.0,26.0,4.0,109166.37,1.0,1.0,1.0,92840.67,0.0,Jackson,Germany,Male,0.5059999999999999,0.4639793987476189,0.4351024354151122,23.192307692307693,1
4988.5,15789484.0,652.0,37.0,6.0,169831.46,2.0,1.0,1.0,27758.36,0.0,Hammond,Germany,Female,0.604,0.13840898666504323,0.6768941923790652,17.62162162162162,1
67.0,15696061.0,581.0,34.0,1.0,101633.04,1.0,1.0,0.0,110431.51,0.0,Brownless,Germany,Female,0.46199999999999986,0.5519765369512053,0.4050769776685028,17.08823529411765,1
68.0,15641582.0,735.0,43.0,10.0,123180.01,2.0,1.0,1.0,196673.28,0.0,Chibugo,Germany,Male,0.7699999999999999,0.983395898028443,0.4909563480535065,17.093023255813954,1
69.0,15638424.0,652.0,35.0,5.0,150725.53,2.0,0.0,1.0,113656.85,0.0,Glauert,Germany,Female,0.604,0.5681111098160347,0.6007440311721783,18.62857142857143,1
70.0,15755648.0,675.0,21.0,8.0,97221.52,1.0,1.0,0.0,18203.0,0.0,Pisano,France,Male,0.65,0.09060886259450299,0.3874940618320371,32.142857142857146,1
71.0,15703793.0,738.0,58.0,2.0,133745.44,4.0,1.0,0.0,28373.86,1.0,Konovalova,Germany,Male,0.7759999999999999,0.1414879890642639,0.5330667921784499,12.724137931034482,1
72.0,15690533.0,813.0,29.0,5.0,0.0,1.0,1.0,0.0,33953.87,0.0,McKee,France,Male,0.926,0.16940165953977246,0.0,28.03448275862069,1
73.0,15812518.0,657.0,37.0,0.0,163607.18,1.0,1.0,1.0,100272.16500000001,0.0,Palermo,Spain,Female,0.614,0.5011550135888807,0.6520861916485694,17.756756756756758,1
74.0,15779052.0,652.0,25.0,5.0,157780.84,2.0,1.0,1.0,58426.81,0.0,Ballard,Germany,Female,0.604,0.29182609654380853,0.6288642532113338,26.08,1
75.0,15770811.0,519.0,36.0,9.0,0.0,2.0,1.0,1.0,145562.4,0.0,Wallace,France,Male,0.33799999999999997,0.7277167393829819,0.0,14.416666666666666,1
76.0,15780961.0,735.0,21.0,1.0,178718.19,2.0,1.0,0.0,22388.0,0.0,Cavenagh,France,Female,0.7699999999999999,0.11154407793282732,0.7123138721382855,35.0,1
77.0,15614049.0,664.0,55.0,8.0,0.0,2.0,1.0,1.0,139161.64,0.0,Hu,France,Male,0.628,0.6956973155051008,0.0,12.072727272727272,1
78.0,15662085.0,678.0,32.0,9.0,0.0,1.0,1.0,1.0,148210.64,0.0,Read,France,Female,0.656,0.7409644035807273,0.0,21.1875,1
79.0,15575185.0,757.0,33.0,5.0,77253.22,1.0,0.0,1.0,194239.63,0.0,Bushell,France,Male,0.814,0.9712217076322393,0.30790676804275396,22.939393939393938,1
80.0,15690533.0,416.0,41.0,10.0,122189.66,2.0,1.0,0.0,98301.61,0.0,Postle,Germany,Female,0.132,0.49129742858027575,0.48700912788933554,10.146341463414634,1
81.0,15706021.0,652.0,34.0,1.0,97221.52,2.0,0.0,0.0,171413.66,0.0,Buley,France,Female,0.604,0.857036140784896,0.3874940618320371,19.176470588235293,1
4988.5,15663706.0,777.0,32.0,2.0,0.0,1.0,1.0,0.0,136458.19,1.0,Leonard,France,Female,0.854,0.6821734665429997,0.0,24.28125,1
83.0,15641732.0,543.0,36.0,3.0,0.0,2.0,0.0,0.0,26019.59,0.0,Smith,France,Female,0.386,0.1297108924299612,0.0,15.083333333333334,1
84.0,15701164.0,506.0,34.0,4.0,90307.62,1.0,1.0,1.0,159235.29,0.0,Onyeorulu,France,Female,0.31199999999999994,0.7961145641015535,0.359937455083855,14.882352941176471,1
85.0,15738751.0,493.0,46.0,4.0,0.0,2.0,1.0,0.0,1907.66,0.0,Beit,France,Male,0.2859999999999999,0.009092386630056137,0.0,10.717391304347826,1
86.0,15805254.0,652.0,75.0,10.0,0.0,2.0,1.0,1.0,114675.75,0.0,Smith,Spain,Male,0.604,0.5732080968908779,0.0,8.693333333333333,1
87.0,15762418.0,750.0,22.0,3.0,121681.82,1.0,1.0,1.0,128643.35,1.0,Gant,Spain,Male,0.7999999999999999,0.6430801909791883,0.484985039144778,34.09090909090909,1
88.0,15625759.0,729.0,30.0,9.0,0.0,1.0,1.0,0.0,151869.35,0.0,Rowley,France,Male,0.7579999999999999,0.7592668842761826,0.0,24.3,1
4988.5,15622897.0,646.0,46.0,4.0,0.0,3.0,1.0,0.0,93251.42,1.0,Sharpe,France,Female,0.592,0.46603415136415816,0.0,14.043478260869565,1
90.0,15767954.0,635.0,28.0,3.0,81623.67,2.0,1.0,1.0,156791.36,0.0,Osborne,France,Female,0.57,0.7838889486124754,0.3253259919196675,22.678571428571427,1
91.0,15757535.0,647.0,44.0,5.0,0.0,3.0,1.0,1.0,174205.22,1.0,Heap,Spain,Female,0.594,0.8710007548183136,0.0,14.704545454545455,1
92.0,15731511.0,808.0,45.0,7.0,97221.52,1.0,1.0,0.0,147132.46,0.0,Ritchie,France,Male,0.916,0.7355708718068982,0.3874940618320371,17.955555555555556,1
93.0,15809248.0,524.0,36.0,10.0,0.0,2.0,1.0,0.0,109614.57,0.0,Cole,France,Female,0.348,0.5478898428488181,0.0,14.555555555555555,1
94.0,15690533.0,769.0,29.0,5.0,0.0,2.0,1.0,1.0,172290.61,0.0,Capon,France,Male,0.838,0.861423031368156,0.0,26.517241379310345,1
95.0,15676966.0,730.0,42.0,4.0,0.0,2.0,0.0,1.0,85982.47,0.0,Capon,Spain,Male,0.7599999999999999,0.4296716582856605,0.0,17.38095238095238,1
96.0,15699461.0,515.0,35.0,10.0,97221.52,1.0,0.0,1.0,121277.78,0.0,Fiorentini,Spain,Male,0.32999999999999996,0.6062343620569657,0.3874940618320371,14.714285714285714,1
97.0,15738721.0,773.0,41.0,9.0,102827.44,1.0,0.0,1.0,100272.16500000001,0.0,Graham,Spain,Male,0.846,0.5011550135888807,0.40983747624384076,18.853658536585368,1
98.0,15693683.0,814.0,29.0,8.0,97086.4,2.0,1.0,1.0,197276.13,0.0,Yuille,Germany,Male,0.928,0.9864116195497593,0.386955516480815,28.06896551724138,1
99.0,15604348.0,710.0,22.0,8.0,0.0,2.0,0.0,0.0,99645.04,0.0,Allard,Spain,Male,0.7199999999999999,0.4980178578137202,0.0,32.27272727272727,1
4988.5,15633059.0,413.0,34.0,9.0,0.0,2.0,0.0,0.0,6534.18,0.0,Fanucci,France,Male,0.126,0.03223627969267604,0.0,12.147058823529411,1
4988.5,15808582.0,652.0,40.0,6.0,0.0,1.0,1.0,1.0,161848.03,0.0,Fu,France,Female,0.604,0.8091846416458911,0.0,16.3,1
102.0,15743192.0,623.0,44.0,5.0,0.0,1.0,0.0,0.0,167162.43,0.0,Hung,France,Female,0.5459999999999999,0.8357696137830455,0.0,14.159090909090908,1
103.0,15580146.0,738.0,31.0,9.0,82674.15,1.0,1.0,0.0,41970.72,0.0,Hung,France,Male,0.7759999999999999,0.20950547819808676,0.32951287114222355,23.806451612903224,1
104.0,15776605.0,528.0,36.0,7.0,0.0,1.0,1.0,0.0,60536.56,0.0,Bradley,Spain,Male,0.356,0.302379996319204,0.0,14.666666666666666,1
105.0,15804919.0,670.0,65.0,5.0,0.0,1.0,1.0,1.0,100272.16500000001,1.0,Dunbabin,Spain,Female,0.64,0.5011550135888807,0.0,10.307692307692308,1
106.0,15613854.0,622.0,46.0,4.0,107073.27,2.0,1.0,1.0,30984.59,1.0,Mauldon,Spain,Female,0.5439999999999999,0.15454801170231014,0.4267600044304842,13.521739130434783,1
107.0,15599195.0,582.0,32.0,1.0,88938.62,1.0,1.0,1.0,10054.53,0.0,Stiger,Germany,Male,0.46399999999999986,0.04984662265952672,0.3544810564321155,18.1875,1
108.0,15812878.0,785.0,37.0,2.0,97221.52,1.0,0.0,1.0,36976.52,0.0,Parsons,Germany,Female,0.87,0.18452228765025894,0.3874940618320371,21.216216216216218,1
109.0,15602312.0,605.0,33.0,5.0,150092.8,1.0,0.0,0.0,100272.16500000001,0.0,Walkom,Spain,Male,0.5099999999999999,0.5011550135888807,0.5982221706032119,18.333333333333332,1
4988.5,15690533.0,652.0,35.0,9.0,92833.89,1.0,1.0,0.0,99449.86,1.0,T'ang,Germany,Male,0.604,0.4970414813908447,0.37000636393844216,18.62857142857143,1
111.0,15803526.0,685.0,30.0,3.0,90536.81,1.0,0.0,1.0,63082.88,0.0,Eremenko,Germany,Male,0.67,0.3151178117362367,0.3608509335403869,22.833333333333332,1
112.0,15665790.0,538.0,39.0,5.0,108055.1,2.0,1.0,0.0,27231.26,0.0,Rowntree,Germany,Male,0.376,0.13577220004501195,0.4306732665840542,13.794871794871796,1
113.0,15715951.0,562.0,42.0,2.0,100238.35,1.0,0.0,0.0,86797.41,0.0,Smith,France,Male,0.42400000000000004,0.43374834750616564,0.3995181868463009,13.380952380952381,1
114.0,15690533.0,675.0,36.0,9.0,97221.52,1.0,1.0,1.0,22994.32,0.0,Chiemela,Spain,Male,0.65,0.11457715792420912,0.3874940618320371,18.75,1
115.0,15609618.0,721.0,28.0,9.0,154475.54,2.0,0.0,1.0,101300.94,1.0,Fanucci,Germany,Male,0.7419999999999999,0.5063013997680168,0.6156903785118493,25.75,1
116.0,15675522.0,628.0,30.0,9.0,132351.29,2.0,1.0,1.0,74169.13,0.0,Ko,Germany,Female,0.5559999999999999,0.370576122619032,0.5275101536245255,20.933333333333334,1
117.0,15705512.0,668.0,37.0,6.0,167864.4,1.0,1.0,0.0,115638.29,0.0,Welch,Germany,Male,0.636,0.5780231463942831,0.6690541167531407,18.054054054054053,1
118.0,15698028.0,506.0,41.0,5.0,0.0,2.0,1.0,0.0,31766.3,0.0,Duncan,France,Female,0.31199999999999994,0.15845846981034395,0.0,12.341463414634147,1
119.0,15661670.0,524.0,31.0,8.0,107818.63,1.0,1.0,0.0,199725.39,0.0,Chidozie,Germany,Female,0.348,0.9986638980490531,0.42973077236259555,16.903225806451612,1
120.0,15600781.0,652.0,34.0,4.0,185173.81,2.0,1.0,0.0,100272.16500000001,0.0,Smith,Germany,Male,0.604,0.5011550135888807,0.7380439205416033,19.176470588235293,1
121.0,15682472.0,828.0,37.0,8.0,129433.34,2.0,0.0,0.0,38131.77,0.0,Culbreth,France,Male,0.9560000000000001,0.19030135754741526,0.5158801328459695,22.37837837837838,1
122.0,15580203.0,674.0,37.0,6.0,120193.42,1.0,0.0,0.0,100130.95,0.0,Kennedy,Spain,Male,0.648,0.5004485938913893,0.4790527500627845,18.216216216216218,1
123.0,15690673.0,656.0,39.0,6.0,0.0,2.0,1.0,0.0,141069.88,0.0,Cameron,France,Female,0.612,0.7052431734064637,0.0,16.82051282051282,1
124.0,15760085.0,684.0,48.0,10.0,126384.42,1.0,1.0,1.0,198129.36,0.0,Calabresi,Germany,Female,0.668,0.9906798522338975,0.5037281072964725,14.25,1
125.0,15779659.0,652.0,37.0,3.0,0.0,1.0,1.0,1.0,183646.41,0.0,Zetticci,France,Male,0.604,0.9182297502066133,0.0,17.62162162162162,1
126.0,15627360.0,652.0,42.0,9.0,152603.45,1.0,1.0,0.0,110265.24,1.0,Fuller,France,Male,0.604,0.5511447810959358,0.6082288231050306,15.523809523809524,1
127.0,15671137.0,549.0,52.0,1.0,0.0,1.0,1.0,1.0,8636.05,1.0,MacDonald,France,Female,0.398,0.04275076023345591,0.0,10.557692307692308,1
128.0,15782688.0,625.0,56.0,0.0,148507.24,1.0,1.0,0.0,46824.08,1.0,Piccio,Germany,Male,0.5499999999999999,0.2337841249637761,0.5919026326585428,11.160714285714286,1
129.0,15690533.0,828.0,41.0,7.0,0.0,1.0,1.0,1.0,171378.77,0.0,Kennedy,France,Female,0.9560000000000001,0.8568616056204624,0.0,20.195121951219512,1
130.0,15591607.0,770.0,24.0,9.0,101827.07,1.0,1.0,0.0,167256.35,0.0,Fernie,France,Male,0.84,0.8362394430362295,0.40585031954607553,32.083333333333336,1
131.0,15740404.0,758.0,34.0,3.0,0.0,2.0,1.0,1.0,124226.16,0.0,He,France,Female,0.816,0.6209834588787599,0.0,22.294117647058822,1
132.0,15718369.0,795.0,33.0,9.0,130862.43,1.0,1.0,1.0,114935.21,0.0,Kaodilinakachukwu,Germany,Female,0.89,0.5745060302174446,0.5215760311288141,24.09090909090909,1
133.0,15677871.0,687.0,38.0,9.0,122570.87,1.0,1.0,1.0,100272.16500000001,0.0,Cocci,France,Male,0.674,0.5011550135888807,0.4885285097228122,18.07894736842105,1
134.0,15642004.0,686.0,37.0,1.0,0.0,2.0,0.0,1.0,16459.37,0.0,Alekseeva,France,Male,0.672,0.08188645649644744,0.0,18.54054054054054,1
135.0,15690533.0,789.0,37.0,7.0,124828.46,2.0,1.0,1.0,100272.16500000001,0.0,Smith,Germany,Male,0.878,0.5011550135888807,0.4975265455388681,21.324324324324323,1
136.0,15584518.0,589.0,50.0,5.0,97221.52,2.0,1.0,1.0,34941.23,0.0,Arthur,Germany,Female,0.47799999999999987,0.17434086962733467,0.3874940618320371,11.78,1
137.0,15802381.0,461.0,34.0,5.0,63663.93,1.0,0.0,1.0,167784.28,0.0,Li,France,Male,0.22199999999999998,0.8388803816822419,0.25374417955911904,13.558823529411764,1
138.0,15610156.0,637.0,37.0,2.0,97221.52,1.0,0.0,1.0,93165.34,0.0,Ma,France,Male,0.574,0.46560354124795195,0.3874940618320371,17.216216216216218,1
139.0,15594408.0,584.0,48.0,2.0,213146.2,1.0,1.0,0.0,75161.25,1.0,Chia,Spain,Female,0.46799999999999986,0.37553914432547364,0.849532971733663,12.166666666666666,1
140.0,15640905.0,579.0,37.0,1.0,129490.36,2.0,0.0,1.0,8590.83,1.0,Smith,Spain,Female,0.45799999999999985,0.042524549854101305,0.5161073964333488,15.64864864864865,1
141.0,15698932.0,652.0,44.0,10.0,137452.09,1.0,1.0,0.0,189543.9,0.0,Groves,Germany,Male,0.604,0.9477315956320886,0.547840320346799,14.818181818181818,1
142.0,15724944.0,663.0,34.0,7.0,0.0,1.0,1.0,1.0,180427.24,0.0,Tien,France,Male,0.626,0.9021260424023902,0.0,19.5,1
143.0,15628145.0,682.0,43.0,5.0,125851.93,1.0,1.0,1.0,193318.33,0.0,Forwood,France,Female,0.664,0.9666129587932432,0.5016057714907276,15.86046511627907,1
144.0,15713483.0,793.0,52.0,2.0,0.0,1.0,1.0,0.0,159123.82,1.0,Greeves,Spain,Male,0.886,0.7955569420098537,0.0,15.25,1
145.0,15612350.0,691.0,31.0,5.0,40915.55,1.0,1.0,0.0,126213.84,1.0,Taylor,France,Female,0.682,0.6309267106884805,0.16307637096798946,22.29032258064516,1
146.0,15800703.0,485.0,21.0,5.0,113157.22,1.0,1.0,1.0,54141.5,0.0,Madukwe,Spain,Female,0.2699999999999999,0.2703890863546868,0.4510086944065617,23.095238095238095,1
147.0,15705707.0,635.0,29.0,8.0,138296.94,2.0,1.0,0.0,141075.51,0.0,Bennelong,Spain,Male,0.57,0.705271337148962,0.5512076237806355,21.896551724137932,1
148.0,15754105.0,652.0,37.0,5.0,106967.18,1.0,0.0,0.0,24495.03,0.0,Olisanugo,France,Male,0.604,0.12208437106886305,0.42633716342758926,17.62162162162162,1
149.0,15703264.0,735.0,44.0,9.0,120681.63,1.0,1.0,0.0,74836.34,0.0,Chukwufumnanya,France,Male,0.7699999999999999,0.3739138012393147,0.4809985998697719,16.704545454545453,1
150.0,15794413.0,416.0,32.0,0.0,0.0,2.0,0.0,1.0,878.87,0.0,Harris,France,Male,0.132,0.003945925414305911,0.0,13.0,1
151.0,15650237.0,754.0,32.0,7.0,0.0,2.0,1.0,0.0,89520.75,0.0,Morgan,Spain,Female,0.8079999999999999,0.4473716950185843,0.0,23.5625,1
